ID,Gender,Own_property,Unemployed,Num_children,Num_family,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type
5009297,0,0,0,0,1,193500.0,44.077564905507984,5.108934475040555,Working,Secondary / secondary special,Single / not married,Municipal apartment,Laborers
5009302,0,0,1,0,1,112500.0,60.40096648117346,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other
5009306,0,0,1,0,2,135000.0,55.141447120748545,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5009325,1,0,0,0,2,267750.0,57.47140598369576,12.942086422034675,Working,Higher education,Married,House / apartment,Laborers
5009335,0,0,0,0,1,139500.0,44.36230723423479,19.43913974961841,Working,Higher education,Separated,House / apartment,Managers
5009338,1,0,0,0,2,67500.0,51.12767544850339,14.521858765067044,Working,Secondary / secondary special,Married,House / apartment,Security staff
5009340,1,0,0,0,2,252000.0,29.432500325126455,6.688706818072924,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff
5009349,1,0,0,0,2,180000.0,57.92042273284188,0.355927910908506,Commercial associate,Lower secondary,Married,House / apartment,Drivers
5009355,0,0,0,0,2,135000.0,53.914864781617695,14.4369836478504,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
5009359,0,0,0,0,1,900000.0,52.19272127422192,20.27146347974291,Working,Higher education,Single / not married,House / apartment,Managers
5009361,1,0,0,0,2,180000.0,40.70446347289814,1.6044135060952651,Commercial associate,Higher education,Civil marriage,House / apartment,Drivers
5009368,1,0,1,0,2,115290.0,63.48384977104253,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5009378,0,0,0,2,4,225000.0,30.886328945837356,4.774909820187958,Working,Higher education,Married,House / apartment,Core staff
5009379,1,0,0,1,3,135000.0,25.818463075901622,3.2717988733512664,Working,Secondary / secondary special,Married,House / apartment,Sales staff
5009383,0,0,0,0,2,450000.0,40.296515328856856,15.272045284981896,State servant,Higher education,Married,House / apartment,Managers
5009389,1,0,0,0,1,279000.0,30.2319691711671,8.690116840181522,State servant,Higher education,Single / not married,House / apartment,Core staff
5009396,0,0,0,1,3,76500.0,34.24026502939827,1.3552639684593113,Working,Higher education,Civil marriage,House / apartment,Accountants
5009402,1,0,0,0,2,202500.0,56.41183597199121,0.6899525657611039,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff
5009404,0,0,0,2,4,67500.0,28.28531728919827,1.1855137340260238,Commercial associate,Higher education,Married,House / apartment,Core staff
5009405,1,0,0,0,2,234000.0,38.11987925830099,6.269807046003683,Working,Incomplete higher,Married,House / apartment,Drivers
5009415,0,0,0,0,1,90000.0,52.85255686290615,1.2703888512426675,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff
5009423,0,0,0,0,2,81000.0,53.57810221975811,2.7734997980793583,Working,Secondary / secondary special,Civil marriage,House / apartment,Security staff
5009424,1,0,0,0,1,108000.0,22.40155513117997,3.6058235282038646,Working,Secondary / secondary special,Single / not married,Co-op apartment,Cooking staff
5009426,1,0,1,0,2,99000.0,54.6048173473788,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5009428,1,0,0,0,1,198000.0,23.70206095949951,3.186923756134622,Working,Secondary / secondary special,Single / not married,With parents,Laborers
5009431,1,0,0,0,2,360000.0,40.61685044867451,3.2717988733512664,State servant,Higher education,Married,Municipal apartment,Drivers
5009435,0,0,1,0,2,135000.0,54.593865719350845,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5009436,0,0,1,0,2,76500.0,64.28605652409016,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5009441,0,0,0,0,2,90000.0,25.979999589313948,4.60515958575467,State servant,Secondary / secondary special,Married,House / apartment,Other
5009445,0,0,0,0,2,270000.0,37.93370158182577,2.023313278164507,Commercial associate,Incomplete higher,Civil marriage,House / apartment,Other
5009447,1,0,0,0,2,81000.0,39.521687645879105,9.270553125663088,Working,Secondary / secondary special,Married,With parents,Drivers
5009450,0,0,0,0,2,202500.0,47.29460563871948,3.690698645420509,State servant,Higher education,Married,House / apartment,Laborers
5009459,0,0,0,0,2,157500.0,53.94224385168758,27.02314215897657,Working,Secondary / secondary special,Married,House / apartment,Other
5009473,0,0,0,0,2,180000.0,36.25262667953483,12.186424088105849,Commercial associate,Higher education,Married,House / apartment,Other
5009484,0,0,0,0,2,135000.0,33.210811994770594,2.1848497915768292,Working,Secondary / secondary special,Married,Municipal apartment,Cooking staff
5009487,0,0,0,2,4,135000.0,26.65626262004011,7.857793110057017,Working,Secondary / secondary special,Married,House / apartment,Other
5009490,1,0,0,0,2,135000.0,44.34314188518587,17.02430576945454,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
5009493,1,0,0,0,2,270000.0,32.04993942380747,3.186923756134622,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers
5009507,0,0,0,0,2,202500.0,44.08030281251497,13.52252270751624,Working,Higher education,Married,House / apartment,Core staff
5009512,0,0,0,0,2,157500.0,46.23777353402192,7.35675612777812,Working,Incomplete higher,Married,House / apartment,Core staff
5009518,1,0,0,2,4,180000.0,34.12253502809777,5.941258205165061,Working,Incomplete higher,Married,House / apartment,Laborers
5009523,1,0,0,1,2,112500.0,32.84940826984811,3.107524452931956,Working,Secondary / secondary special,Separated,Co-op apartment,Laborers
5009526,0,0,0,0,2,157500.0,37.20815622497382,2.6886246808627146,Commercial associate,Secondary / secondary special,Married,House / apartment,Other
5009536,1,0,0,0,2,216000.0,42.31435279300739,2.4367372362197717,Working,Secondary / secondary special,Married,House / apartment,Laborers
5009537,0,0,0,0,2,202500.0,42.51148209751056,4.774909820187958,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff
5009543,0,0,0,0,2,198000.0,51.50824452247479,26.68911750412397,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Laborers
5009562,0,0,1,0,1,157500.0,55.58498805588068,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other
5009565,1,0,0,0,2,180000.0,41.48750487689686,8.605241722964879,Working,Secondary / secondary special,Married,House / apartment,Laborers
5009575,0,0,0,0,2,315000.0,46.74702423732178,2.1848497915768292,Working,Secondary / secondary special,Married,House / apartment,Accountants
5009577,0,0,1,0,2,112500.0,58.36122576096703,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5009582,0,0,0,0,1,90000.0,31.984229655639744,1.856300950738208,Working,Secondary / secondary special,Separated,House / apartment,Sales staff
5009585,0,0,0,0,1,45000.0,39.354675318452806,2.1848497915768292,Working,Secondary / secondary special,Separated,House / apartment,Sales staff
5009590,0,0,0,0,2,225000.0,23.239354675318452,5.024059357823911,Working,Secondary / secondary special,Married,House / apartment,Other
5009592,0,0,1,0,1,112500.0,64.42842768845357,0.0,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,Other
5009593,0,0,0,0,2,144000.0,47.59303750248123,2.4367372362197717,Working,Secondary / secondary special,Married,House / apartment,Core staff
5009602,0,0,0,0,2,315000.0,36.83853877903037,7.523768455204419,Commercial associate,Higher education,Married,House / apartment,Sales staff
5009603,0,0,0,1,3,112500.0,35.24233899395607,10.185014065997247,Working,Secondary / secondary special,Married,House / apartment,Sales staff
5009607,0,0,0,2,4,144000.0,33.61328432479791,2.6886246808627146,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff
5009617,1,0,1,0,2,225000.0,47.54923099036941,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5009620,1,0,0,0,2,135000.0,52.173555925173,0.2710527936918622,Working,Secondary / secondary special,Married,House / apartment,Drivers
5009625,0,0,0,0,2,238500.0,52.85529476991314,9.02414149503412,Working,Secondary / secondary special,Married,House / apartment,Laborers
5009631,0,0,0,0,2,112500.0,27.07790029911634,5.604495643305475,Working,Secondary / secondary special,Married,House / apartment,Laborers
5009633,1,0,0,1,3,144000.0,27.513227513227513,0.7748276829777476,Working,Incomplete higher,Married,House / apartment,Drivers
5009636,0,0,1,0,2,90000.0,58.66239553173576,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5009642,1,0,0,0,1,202500.0,23.24209258232544,2.521612353436415,Commercial associate,Secondary / secondary special,Single / not married,With parents,Other
5009646,1,0,0,0,1,117000.0,40.217116025654185,10.023477552584929,Working,Secondary / secondary special,Single / not married,House / apartment,Low-skill Laborers
5009651,0,0,0,0,2,135000.0,51.06196568033567,29.941751028426317,State servant,Secondary / secondary special,Married,House / apartment,Other
5009660,1,0,0,0,1,225000.0,27.83356263304517,4.857047030397612,Working,Higher education,Single / not married,House / apartment,Other
5009664,0,0,1,0,1,126000.0,52.54317337111645,0.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other
5009671,0,0,0,0,2,135000.0,43.27262024545336,1.1855137340260238,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Core staff
5009673,0,0,1,0,1,90000.0,59.37972716756675,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other
5009689,0,0,1,0,1,153000.0,63.79049535582523,0.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other
5009694,1,0,0,0,2,1350000.0,35.59005318384361,4.271134930902072,Commercial associate,Higher education,Married,Municipal apartment,Managers
5009701,0,0,1,0,2,139500.0,57.12095388680123,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5009706,0,0,0,0,2,157500.0,31.880189189374185,0.9418400104040466,Working,Higher education,Married,House / apartment,Managers
5009711,0,0,0,0,2,135000.0,30.396243591586412,1.1855137340260238,Working,Secondary / secondary special,Civil marriage,With parents,Sales staff
5009713,1,0,0,0,1,180000.0,25.681567725552203,4.690034702971314,Working,Secondary / secondary special,Single / not married,House / apartment,Other
5009719,0,0,0,0,1,225000.0,52.885411746990016,12.186424088105849,Working,Secondary / secondary special,Single / not married,House / apartment,Other
5009724,0,0,0,0,2,135000.0,27.069686578095375,6.773581935289568,Working,Higher education,Married,House / apartment,Sales staff
5009729,1,0,0,0,2,292500.0,36.08013853809455,3.6058235282038646,Working,Secondary / secondary special,Married,House / apartment,Laborers
5009732,0,0,0,0,2,270000.0,52.953859422164726,20.025051849113943,Commercial associate,Higher education,Married,House / apartment,Managers
5009736,0,0,0,0,2,99000.0,40.12950300143056,12.024887574693524,Working,Secondary / secondary special,Married,House / apartment,Core staff
5009742,0,0,0,0,2,135000.0,33.752917582154325,6.773581935289568,Working,Secondary / secondary special,Married,House / apartment,Sales staff
5009745,0,0,0,0,2,315000.0,37.1178052937432,1.6044135060952651,Commercial associate,Higher education,Married,House / apartment,Other
5009757,1,0,0,0,1,270000.0,24.879360972504568,4.60515958575467,Working,Higher education,Single / not married,House / apartment,Laborers
5009762,1,0,0,0,1,135000.0,38.65377112466375,8.690116840181522,Working,Secondary / secondary special,Separated,House / apartment,Laborers
5009783,1,0,0,2,4,445500.0,40.811241846170695,18.688953229703554,State servant,Higher education,Married,Municipal apartment,Core staff
5009785,0,0,1,0,1,198000.0,60.23942996776115,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other
5009799,0,0,0,0,2,382500.0,42.25959465286761,10.855801282709432,Working,Higher education,Married,House / apartment,Other
5009805,0,0,0,1,3,202500.0,32.34289547355524,8.942004284824465,Working,Secondary / secondary special,Married,House / apartment,Sales staff
5009819,0,0,0,0,2,99000.0,40.748269985009955,14.940758537136286,Working,Secondary / secondary special,Married,House / apartment,Cooking staff
5009826,0,0,0,0,2,112500.0,43.146676523131894,1.023977220613702,Working,Secondary / secondary special,Married,House / apartment,Sales staff
5009831,1,0,0,0,2,166500.0,28.570059617925075,4.690034702971314,Working,Higher education,Married,With parents,Core staff
5009837,0,0,0,0,2,135000.0,35.92133993168922,15.272045284981896,State servant,Secondary / secondary special,Civil marriage,House / apartment,Medicine staff
5009839,1,0,0,0,2,202500.0,34.59619294030678,1.1088523378303456,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers
5009843,0,0,0,0,1,81000.0,49.09614844931792,4.024723300273106,Commercial associate,Secondary / secondary special,Separated,House / apartment,Sales staff
5009844,1,0,0,0,2,180000.0,43.53545931812426,0.355927910908506,Working,Secondary / secondary special,Married,House / apartment,Security staff
5009846,1,0,0,0,2,225000.0,33.62697385983285,1.1088523378303456,Commercial associate,Higher education,Civil marriage,House / apartment,Managers
5009847,0,0,0,0,2,99000.0,27.60905425847211,1.856300950738208,Commercial associate,Higher education,Married,House / apartment,Sales staff
5009850,1,0,0,0,1,360000.0,28.134732403813903,1.5222762958856102,Commercial associate,Secondary / secondary special,Separated,With parents,Drivers
5009864,1,0,0,0,2,225000.0,39.850236486717726,3.35667399056791,Working,Higher education,Civil marriage,Rented apartment,Managers
5009872,1,0,0,2,4,427500.0,41.46286371383396,17.522604844726448,Commercial associate,Higher education,Married,House / apartment,Managers
5009877,0,1,0,2,4,157500.0,42.43482070131488,3.5236863179942093,State servant,Higher education,Married,House / apartment,Core staff
5009879,0,1,0,2,4,144000.0,26.938267041759925,5.024059357823911,Working,Secondary / secondary special,Married,Municipal apartment,Laborers
5009880,0,1,1,0,2,157500.0,59.23461809619637,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other
5009889,1,1,0,0,1,270000.0,36.06371109605262,3.2717988733512664,Working,Secondary / secondary special,Single / not married,House / apartment,Managers
5009893,0,0,0,1,3,157500.0,32.83298082780618,6.436819373429981,Working,Higher education,Married,House / apartment,Private service staff
5009897,0,1,0,2,4,90000.0,30.47564289478908,1.1088523378303456,State servant,Higher education,Married,House / apartment,Core staff
5009900,1,0,0,0,2,202500.0,52.34878197362026,10.023477552584929,Working,Secondary / secondary special,Married,House / apartment,Drivers
5009914,0,1,0,2,4,99000.0,34.913790153117446,1.1855137340260238,Commercial associate,Higher education,Married,House / apartment,Accountants
5009922,1,1,0,0,2,360000.0,54.64314804547664,20.43847580716921,Working,Higher education,Married,House / apartment,Laborers
5009934,0,1,0,2,4,157500.0,29.322984044846915,6.436819373429981,Working,Secondary / secondary special,Married,House / apartment,Sales staff
5009944,0,1,0,0,1,135000.0,23.22292723327652,4.1095984174897495,Working,Incomplete higher,Single / not married,House / apartment,Other
5009945,0,0,1,2,4,99000.0,34.9247417811454,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5009946,0,1,0,2,4,90000.0,34.74403991868416,12.186424088105849,State servant,Secondary / secondary special,Married,House / apartment,Cooking staff
5009951,1,1,1,0,2,90000.0,63.19910744231572,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other
5009952,1,1,0,0,2,112500.0,44.01459304434725,21.02438790666475,Working,Secondary / secondary special,Married,House / apartment,Other
5009957,0,1,0,1,3,135000.0,45.484849107100075,8.857129167607821,Working,Secondary / secondary special,Married,House / apartment,Other
5009965,0,1,0,0,2,180000.0,56.52135225227075,10.60391383806649,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff
5009988,1,1,1,0,1,495000.0,62.6077195288062,0.0,Pensioner,Higher education,Single / not married,House / apartment,Other
5009991,1,0,0,2,4,157500.0,40.381390446073496,6.521694490646625,Working,Secondary / secondary special,Married,Office apartment,Drivers
5009993,0,1,0,0,2,135000.0,46.10361609067948,10.10835266980157,Working,Incomplete higher,Married,House / apartment,Managers
5009994,1,1,0,1,3,360000.0,38.16642367741979,1.689288623311909,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers
5009999,0,0,0,1,3,157500.0,33.7583933961683,7.690780782630718,Working,Secondary / secondary special,Married,House / apartment,Accountants
5010001,0,1,0,2,4,157500.0,33.51745757955331,5.604495643305475,State servant,Secondary / secondary special,Married,House / apartment,Core staff
5010005,1,1,1,0,2,157500.0,63.853467216985976,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5010007,0,1,0,1,3,112500.0,29.914371958356433,9.774328014948972,State servant,Incomplete higher,Civil marriage,House / apartment,Secretaries
5010015,0,1,0,1,2,112500.0,35.308048762123796,1.941176067954852,Commercial associate,Secondary / secondary special,Separated,House / apartment,Other
5010020,0,0,0,0,1,99000.0,29.659746606706506,6.855719145499223,Commercial associate,Higher education,Single / not married,With parents,Other
5010023,0,1,0,0,2,135000.0,56.899183419235165,6.3546821632203265,Working,Secondary / secondary special,Married,House / apartment,Laborers
5010031,1,1,1,0,2,85500.0,60.56524090159277,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other
5010036,0,1,1,0,2,292500.0,59.08950902482597,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other
5010041,0,1,0,0,2,67500.0,59.93004647597144,23.18733444218567,Working,Secondary / secondary special,Married,House / apartment,Core staff
5010052,0,1,0,0,2,90000.0,50.58009404710569,8.271217068112282,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff
5010057,1,1,0,0,1,112500.0,46.47597144362992,6.855719145499223,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers
5010059,0,1,0,0,2,112500.0,45.37533282682054,12.523186649965432,Working,Secondary / secondary special,Married,House / apartment,Other
5010067,0,1,0,0,1,360000.0,50.34463404450468,21.437811864720015,Working,Secondary / secondary special,Widow,House / apartment,Core staff
5010070,0,1,0,0,1,279000.0,30.366126614509536,1.689288623311909,State servant,Higher education,Single / not married,House / apartment,Managers
5010072,0,1,0,0,2,157500.0,45.879107716106425,9.604577780515683,Working,Secondary / secondary special,Married,House / apartment,Core staff
5010077,1,0,0,2,4,157500.0,34.27311991348214,3.107524452931956,Working,Secondary / secondary special,Married,Municipal apartment,Cleaning staff
5010081,1,1,0,0,2,135000.0,57.30713156327645,0.522940238334805,Working,Secondary / secondary special,Married,House / apartment,Security staff
5010088,0,1,0,0,1,112500.0,22.253708152802588,2.603749563646071,Working,Incomplete higher,Single / not married,With parents,Sales staff
5010089,0,0,0,0,2,225000.0,28.21139380000958,4.60515958575467,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers
5010099,0,1,0,2,4,306000.0,37.07399878163138,10.855801282709432,State servant,Higher education,Married,House / apartment,Core staff
